code	title_sv	parent	depth	breadcrumb	table
A	SAMMANSATTA PRODUKTIONSRESULTAT		0	A SAMMANSATTA PRODUKTIONSRESULTAT	produktionsresultat
B	FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M		0	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M	produktionsresultat
BB	FÖRARBETEN	B	0	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BB FÖRARBETEN	produktionsresultat
BBB	UTFÖRDA UNDERSÖKNINGAR O D	BB	0	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BB FÖRARBETEN > BBB UTFÖRDA UNDERSÖKNINGAR O D	produktionsresultat
BBB.4	Utförda undersökningar av hus	BBB	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BB FÖRARBETEN > BBB UTFÖRDA UNDERSÖKNINGAR O D > BBB.4 Utförda undersökningar av hus	produktionsresultat
BBC	UNDERSÖKNINGAR O D	BB	0	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BB FÖRARBETEN > BBC UNDERSÖKNINGAR O D	produktionsresultat
BBC.4	Undersökningar av hus	BBC	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BB FÖRARBETEN > BBC UNDERSÖKNINGAR O D > BBC.4 Undersökningar av hus	produktionsresultat
BBD	INMÄTNINGAR	BB	0	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BB FÖRARBETEN > BBD INMÄTNINGAR	produktionsresultat
BBD.4	Inmätning av hus	BBD	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BB FÖRARBETEN > BBD INMÄTNINGAR > BBD.4 Inmätning av hus	produktionsresultat
BBE	UTSÄTTNINGAR	BB	0	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BB FÖRARBETEN > BBE UTSÄTTNINGAR	produktionsresultat
BBE.2	Utsättning för uppförande av hus	BBE	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BB FÖRARBETEN > BBE UTSÄTTNINGAR > BBE.2 Utsättning för uppförande av hus	produktionsresultat
BC	HJÄLPARBETEN, TILLFÄLLIGA ANORDNINGAR OCH ÅTGÄRDER M M	B	0	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BC HJÄLPARBETEN, TILLFÄLLIGA ANORDNINGAR OCH ÅTGÄRDER M M	produktionsresultat
BCS	HJÄLPARBETEN FÖR HUS	BC	0	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BC HJÄLPARBETEN, TILLFÄLLIGA ANORDNINGAR OCH ÅTGÄRDER M M > BCS HJÄLPARBETEN FÖR HUS	produktionsresultat
BCS.1	Skyddsanordningar vid arbete för hus	BCS	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BC HJÄLPARBETEN, TILLFÄLLIGA ANORDNINGAR OCH ÅTGÄRDER M M > BCS HJÄLPARBETEN FÖR HUS > BCS.1 Skyddsanordningar vid arbete för hus	produktionsresultat
BCS.11	Väderskyddsanordningar vid arbete för hus	BCS.1	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BC HJÄLPARBETEN, TILLFÄLLIGA ANORDNINGAR OCH ÅTGÄRDER M M > BCS HJÄLPARBETEN FÖR HUS > BCS.1 Skyddsanordningar vid arbete för hus > BCS.11 Väderskyddsanordningar vid arbete för hus	produktionsresultat
BCS.2	Åtgärder för mätpunkt e d för hus	BCS	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BC HJÄLPARBETEN, TILLFÄLLIGA ANORDNINGAR OCH ÅTGÄRDER M M > BCS HJÄLPARBETEN FÖR HUS > BCS.2 Åtgärder för mätpunkt e d för hus	produktionsresultat
BCS.3	Åtgärder för angränsande hus	BCS	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BC HJÄLPARBETEN, TILLFÄLLIGA ANORDNINGAR OCH ÅTGÄRDER M M > BCS HJÄLPARBETEN FÖR HUS > BCS.3 Åtgärder för angränsande hus	produktionsresultat
BD	SANERINGSARBETEN	B	0	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BD SANERINGSARBETEN	produktionsresultat
BDS	SANERINGSARBETEN FÖR HUS	BD	0	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BD SANERINGSARBETEN > BDS SANERINGSARBETEN FÖR HUS	produktionsresultat
BE	FLYTTNING, DEMONTERING OCH RIVNING	B	0	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING	produktionsresultat
BEB	FLYTTNING	BE	0	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING > BEB FLYTTNING	produktionsresultat
BEB.4	Flyttning av hus	BEB	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING > BEB FLYTTNING > BEB.4 Flyttning av hus	produktionsresultat
BEC	DEMONTERING	BE	0	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING > BEC DEMONTERING	produktionsresultat
BEC.4	Demontering av hus	BEC	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING > BEC DEMONTERING > BEC.4 Demontering av hus	produktionsresultat
BEC.41	Demontering av hus för återanvändning	BEC.4	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING > BEC DEMONTERING > BEC.4 Demontering av hus > BEC.41 Demontering av hus för återanvändning	produktionsresultat
BEC.411	Demontering av hus för uppläggning i upplag	BEC.41	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING > BEC DEMONTERING > BEC.4 Demontering av hus > BEC.41 Demontering av hus för återanvändning > BEC.411 Demontering av hus för uppläggning i upplag	produktionsresultat
BEC.412	Demontering av hus för återmontering	BEC.41	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING > BEC DEMONTERING > BEC.4 Demontering av hus > BEC.41 Demontering av hus för återanvändning > BEC.412 Demontering av hus för återmontering	produktionsresultat
BED	RIVNING	BE	0	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING > BED RIVNING	produktionsresultat
BED.4	Rivning av hus	BED	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING > BED RIVNING > BED.4 Rivning av hus	produktionsresultat
BED.41	Rivning av hus för materialåtervinning	BED.4	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING > BED RIVNING > BED.4 Rivning av hus > BED.41 Rivning av hus för materialåtervinning	produktionsresultat
BED.42	Rivning av hus för energiutvinning	BED.4	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING > BED RIVNING > BED.4 Rivning av hus > BED.42 Rivning av hus för energiutvinning	produktionsresultat
BED.43	Rivning av hus för deponering	BED.4	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING > BED RIVNING > BED.4 Rivning av hus > BED.43 Rivning av hus för deponering	produktionsresultat
BEE	HÅLTAGNING	BE	0	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING > BEE HÅLTAGNING	produktionsresultat
BEE.4	Håltagning i hus	BEE	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING > BEE HÅLTAGNING > BEE.4 Håltagning i hus	produktionsresultat
BEE.41	Håltagning i befintligt hus	BEE.4	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING > BEE HÅLTAGNING > BEE.4 Håltagning i hus > BEE.41 Håltagning i befintligt hus	produktionsresultat
BEE.42	Håltagning i hus under uppförande	BEE.4	1	B FÖRARBETEN, HJÄLPARBETEN, SANERINGSARBETEN, LYTTNING, DEMONTERING, RIVNING, RÖJNING M M > BE FLYTTNING, DEMONTERING OCH RIVNING > BEE HÅLTAGNING > BEE.4 Håltagning i hus > BEE.42 Håltagning i hus under uppförande	produktionsresultat
E	PLATSGJUTNA KONSTRUKTIONER		0	E PLATSGJUTNA KONSTRUKTIONER	produktionsresultat
ES	PLATSGJUTNA KONSTRUKTIONER FÖR HUS	E	0	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS	produktionsresultat
ESB	FORMAR FÖR BETONGGJUTNING I HUS	ES	0	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS	produktionsresultat
ESB.1	Formar av valfri typ	ESB	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.1 Formar av valfri typ	produktionsresultat
ESB.11	Formar för motgjutning mot isoleringsskivor	ESB.1	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.1 Formar av valfri typ > ESB.11 Formar för motgjutning mot isoleringsskivor	produktionsresultat
ESB.12	Formar för motgjutning mot isoleringsblock	ESB.1	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.1 Formar av valfri typ > ESB.12 Formar för motgjutning mot isoleringsblock	produktionsresultat
ESB.2	Formar av skivor	ESB	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.2 Formar av skivor	produktionsresultat
ESB.21	Formar av plåt	ESB.2	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.2 Formar av skivor > ESB.21 Formar av plåt	produktionsresultat
ESB.22	Formar av plywoodskivor	ESB.2	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.2 Formar av skivor > ESB.22 Formar av plywoodskivor	produktionsresultat
ESB.23	Formar av träfiberskivor	ESB.2	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.2 Formar av skivor > ESB.23 Formar av träfiberskivor	produktionsresultat
ESB.3	Formar av bräder och luckor av bräder	ESB	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.3 Formar av bräder och luckor av bräder	produktionsresultat
ESB.31	Formar av bräder	ESB.3	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.3 Formar av bräder och luckor av bräder > ESB.31 Formar av bräder	produktionsresultat
ESB.311	Formar av sågade bräder	ESB.31	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.3 Formar av bräder och luckor av bräder > ESB.31 Formar av bräder > ESB.311 Formar av sågade bräder	produktionsresultat
ESB.312	Formar av råhyvlade bräder	ESB.31	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.3 Formar av bräder och luckor av bräder > ESB.31 Formar av bräder > ESB.312 Formar av råhyvlade bräder	produktionsresultat
ESB.313	Formar av råspontade bräder	ESB.31	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.3 Formar av bräder och luckor av bräder > ESB.31 Formar av bräder > ESB.313 Formar av råspontade bräder	produktionsresultat
ESB.314	Formar av slätspontade bräder	ESB.31	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.3 Formar av bräder och luckor av bräder > ESB.31 Formar av bräder > ESB.314 Formar av slätspontade bräder	produktionsresultat
ESB.315	Formar av specialprofilerade bräder	ESB.31	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.3 Formar av bräder och luckor av bräder > ESB.31 Formar av bräder > ESB.315 Formar av specialprofilerade bräder	produktionsresultat
ESB.32	Formar av luckor av bräder	ESB.3	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.3 Formar av bräder och luckor av bräder > ESB.32 Formar av luckor av bräder	produktionsresultat
ESB.4	Formar av formelement	ESB	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.4 Formar av formelement	produktionsresultat
ESB.41	Formar av formelement av betong	ESB.4	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.4 Formar av formelement > ESB.41 Formar av formelement av betong	produktionsresultat
ESB.411	Formar av formelement av betong till vägg	ESB.41	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.4 Formar av formelement > ESB.41 Formar av formelement av betong > ESB.411 Formar av formelement av betong till vägg	produktionsresultat
ESB.412	Formar av formelement av betong till bjälklag	ESB.41	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.4 Formar av formelement > ESB.41 Formar av formelement av betong > ESB.412 Formar av formelement av betong till bjälklag	produktionsresultat
ESB.4121	Formar av understödda formelement av betong till bjälklag	ESB.412	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.4 Formar av formelement > ESB.41 Formar av formelement av betong > ESB.412 Formar av formelement av betong till bjälklag > ESB.4121 Formar av understödda formelement av betong till bjälklag	produktionsresultat
ESB.4122	Formar av fribärande formelement av betong till bjälklag	ESB.412	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.4 Formar av formelement > ESB.41 Formar av formelement av betong > ESB.412 Formar av formelement av betong till bjälklag > ESB.4122 Formar av fribärande formelement av betong till bjälklag	produktionsresultat
ESB.42	Formar av formelement av trä eller träbaserat material	ESB.4	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.4 Formar av formelement > ESB.42 Formar av formelement av trä eller träbaserat material	produktionsresultat
ESB.421	Formar av formelement av trä eller träbaserat material till vägg	ESB.42	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.4 Formar av formelement > ESB.42 Formar av formelement av trä eller träbaserat material > ESB.421 Formar av formelement av trä eller träbaserat material till vägg	produktionsresultat
ESB.422	Formar av formelement av trä eller träbaserat material till bjälklag	ESB.42	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.4 Formar av formelement > ESB.42 Formar av formelement av trä eller träbaserat material > ESB.422 Formar av formelement av trä eller träbaserat material till bjälklag	produktionsresultat
ESB.5	Formar av kassetter	ESB	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.5 Formar av kassetter	produktionsresultat
ESB.51	Formar av stålkassetter	ESB.5	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.5 Formar av kassetter > ESB.51 Formar av stålkassetter	produktionsresultat
ESB.52	Formar av plastkassetter	ESB.5	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.5 Formar av kassetter > ESB.52 Formar av plastkassetter	produktionsresultat
ESB.6	Formar av rör	ESB	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.6 Formar av rör	produktionsresultat
ESB.7	Formar till kanal eller slits samt matriser och lister i form	ESB	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.7 Formar till kanal eller slits samt matriser och lister i form	produktionsresultat
ESB.71	Formar till kanaler	ESB.7	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.7 Formar till kanal eller slits samt matriser och lister i form > ESB.71 Formar till kanaler	produktionsresultat
ESB.72	Formar till slitsar	ESB.7	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.7 Formar till kanal eller slits samt matriser och lister i form > ESB.72 Formar till slitsar	produktionsresultat
ESB.74	Lister i form	ESB.7	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.7 Formar till kanal eller slits samt matriser och lister i form > ESB.74 Lister i form	produktionsresultat
ESB.741	Trekantlister i form	ESB.74	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.7 Formar till kanal eller slits samt matriser och lister i form > ESB.74 Lister i form > ESB.741 Trekantlister i form	produktionsresultat
ESB.742	Källister i form	ESB.74	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.7 Formar till kanal eller slits samt matriser och lister i form > ESB.74 Lister i form > ESB.742 Källister i form	produktionsresultat
ESB.743	Förtagningslister i form	ESB.74	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.7 Formar till kanal eller slits samt matriser och lister i form > ESB.74 Lister i form > ESB.743 Förtagningslister i form	produktionsresultat
ESB.744	Lister för fogmarkering på betongyta	ESB.74	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.7 Formar till kanal eller slits samt matriser och lister i form > ESB.74 Lister i form > ESB.744 Lister för fogmarkering på betongyta	produktionsresultat
ESB.75	Matriser i form	ESB.7	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.7 Formar till kanal eller slits samt matriser och lister i form > ESB.75 Matriser i form	produktionsresultat
ESB.8	Diverse formar för betonggjutning i hus	ESB	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.8 Diverse formar för betonggjutning i hus	produktionsresultat
ESB.81	Glidformar	ESB.8	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.8 Diverse formar för betonggjutning i hus > ESB.81 Glidformar	produktionsresultat
ESB.82	Klätterformar	ESB.8	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESB FORMAR FÖR BETONGGJUTNING I HUS > ESB.8 Diverse formar för betonggjutning i hus > ESB.82 Klätterformar	produktionsresultat
ESC	ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS	ES	0	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS	produktionsresultat
ESC.1	Armering	ESC	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.1 Armering	produktionsresultat
ESC.11	Slakarmering	ESC.1	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.1 Armering > ESC.11 Slakarmering	produktionsresultat
ESC.12	Spännarmering	ESC.1	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.1 Armering > ESC.12 Spännarmering	produktionsresultat
ESC.2	Ingjutningsgods m m i platsgjuten betongkonstruktion	ESC	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.2 Ingjutningsgods m m i platsgjuten betongkonstruktion	produktionsresultat
ESC.21	Kantskoningar	ESC.2	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.2 Ingjutningsgods m m i platsgjuten betongkonstruktion > ESC.21 Kantskoningar	produktionsresultat
ESC.211	Kantförstärkta rörelsefogar	ESC.21	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.2 Ingjutningsgods m m i platsgjuten betongkonstruktion > ESC.21 Kantskoningar > ESC.211 Kantförstärkta rörelsefogar	produktionsresultat
ESC.22	Ingjutningsgods till skyddsrum	ESC.2	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.2 Ingjutningsgods m m i platsgjuten betongkonstruktion > ESC.22 Ingjutningsgods till skyddsrum	produktionsresultat
ESC.23	Kramlor	ESC.2	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.2 Ingjutningsgods m m i platsgjuten betongkonstruktion > ESC.23 Kramlor	produktionsresultat
ESC.24	Fogband	ESC.2	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.2 Ingjutningsgods m m i platsgjuten betongkonstruktion > ESC.24 Fogband	produktionsresultat
ESC.241	Fogband av gummi	ESC.24	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.2 Ingjutningsgods m m i platsgjuten betongkonstruktion > ESC.24 Fogband > ESC.241 Fogband av gummi	produktionsresultat
ESC.242	Fogband av plast	ESC.24	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.2 Ingjutningsgods m m i platsgjuten betongkonstruktion > ESC.24 Fogband > ESC.242 Fogband av plast	produktionsresultat
