code	title_sv	parent	depth	breadcrumb	table
JTC.524	Tröskelbeslag	JTC.52	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.5 Kompletteringar av plan plåt till yttervägg, mur, innerbjälklag e d > JTC.52 Fönsterbleck, droppbleck, listbeslag e d > JTC.524 Tröskelbeslag	produktionsresultat
JTC.525	Listbeslag, beslag över portomfattning e d	JTC.52	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.5 Kompletteringar av plan plåt till yttervägg, mur, innerbjälklag e d > JTC.52 Fönsterbleck, droppbleck, listbeslag e d > JTC.525 Listbeslag, beslag över portomfattning e d	produktionsresultat
JTC.526	Skyddsbeslag på vägg bakom vattenkupa, bräddavlopp e d	JTC.52	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.5 Kompletteringar av plan plåt till yttervägg, mur, innerbjälklag e d > JTC.52 Fönsterbleck, droppbleck, listbeslag e d > JTC.526 Skyddsbeslag på vägg bakom vattenkupa, bräddavlopp e d	produktionsresultat
JTC.527	Sockelbeslag	JTC.52	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.5 Kompletteringar av plan plåt till yttervägg, mur, innerbjälklag e d > JTC.52 Fönsterbleck, droppbleck, listbeslag e d > JTC.527 Sockelbeslag	produktionsresultat
JTC.53	Beslagning av muröversida utan anslutning till taktäckning	JTC.5	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.5 Kompletteringar av plan plåt till yttervägg, mur, innerbjälklag e d > JTC.53 Beslagning av muröversida utan anslutning till taktäckning	produktionsresultat
JTC.54	Beslagning av skärmtak	JTC.5	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.5 Kompletteringar av plan plåt till yttervägg, mur, innerbjälklag e d > JTC.54 Beslagning av skärmtak	produktionsresultat
JTC.55	Anslutningar av ytterväggsgaller e d vid väggbeklädnad av plåt	JTC.5	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.5 Kompletteringar av plan plåt till yttervägg, mur, innerbjälklag e d > JTC.55 Anslutningar av ytterväggsgaller e d vid väggbeklädnad av plåt	produktionsresultat
JTC.551	Anslutningar av ytterväggsgaller e d vid väggbeklädnad av plan plåt	JTC.55	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.5 Kompletteringar av plan plåt till yttervägg, mur, innerbjälklag e d > JTC.55 Anslutningar av ytterväggsgaller e d vid väggbeklädnad av plåt > JTC.551 Anslutningar av ytterväggsgaller e d vid väggbeklädnad av plan plåt	produktionsresultat
JTC.554	Anslutningar av ytterväggsgaller e d vid väggbeklädnad av profilerade överläggsplattor e d av metall	JTC.55	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.5 Kompletteringar av plan plåt till yttervägg, mur, innerbjälklag e d > JTC.55 Anslutningar av ytterväggsgaller e d vid väggbeklädnad av plåt > JTC.554 Anslutningar av ytterväggsgaller e d vid väggbeklädnad av profilerade överläggsplattor e d av metall	produktionsresultat
JTC.58	Diverse kompletteringar av plan plåt till yttervägg, mur, bjälklag inomhus e d	JTC.5	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.5 Kompletteringar av plan plåt till yttervägg, mur, innerbjälklag e d > JTC.58 Diverse kompletteringar av plan plåt till yttervägg, mur, bjälklag inomhus e d	produktionsresultat
JTC.581	Diverse kompletteringar av plan plåt till yttervägg, mur e d	JTC.58	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.5 Kompletteringar av plan plåt till yttervägg, mur, innerbjälklag e d > JTC.58 Diverse kompletteringar av plan plåt till yttervägg, mur, bjälklag inomhus e d > JTC.581 Diverse kompletteringar av plan plåt till yttervägg, mur e d	produktionsresultat
JTC.5811	Skyddsbeslag av plan plåt till yttervägg, mur e d vid taktäckning av tätskiktsmatta	JTC.581	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.5 Kompletteringar av plan plåt till yttervägg, mur, innerbjälklag e d > JTC.58 Diverse kompletteringar av plan plåt till yttervägg, mur, bjälklag inomhus e d > JTC.581 Diverse kompletteringar av plan plåt till yttervägg, mur e d > JTC.5811 Skyddsbeslag av plan plåt till yttervägg, mur e d vid taktäckning av tätskiktsmatta	produktionsresultat
JTC.5812	Beslag av plan plåt med fläns till sarg e d vid taktäckning av tätskiktsmatta	JTC.581	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.5 Kompletteringar av plan plåt till yttervägg, mur, innerbjälklag e d > JTC.58 Diverse kompletteringar av plan plåt till yttervägg, mur, bjälklag inomhus e d > JTC.581 Diverse kompletteringar av plan plåt till yttervägg, mur e d > JTC.5812 Beslag av plan plåt med fläns till sarg e d vid taktäckning av tätskiktsmatta	produktionsresultat
JTC.582	Diverse kompletteringar av plan plåt till bjälklag e d inomhus	JTC.58	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.5 Kompletteringar av plan plåt till yttervägg, mur, innerbjälklag e d > JTC.58 Diverse kompletteringar av plan plåt till yttervägg, mur, bjälklag inomhus e d > JTC.582 Diverse kompletteringar av plan plåt till bjälklag e d inomhus	produktionsresultat
JTC.5821	Beslag av plan plåt med fläns till tätskiktsmatta i bjälklag inomhus	JTC.582	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.5 Kompletteringar av plan plåt till yttervägg, mur, innerbjälklag e d > JTC.58 Diverse kompletteringar av plan plåt till yttervägg, mur, bjälklag inomhus e d > JTC.582 Diverse kompletteringar av plan plåt till bjälklag e d inomhus > JTC.5821 Beslag av plan plåt med fläns till tätskiktsmatta i bjälklag inomhus	produktionsresultat
JTC.7	Kompletteringar av plan plåt vid taktäckning och väggbeklädnad av diverse material	JTC	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.7 Kompletteringar av plan plåt vid taktäckning och väggbeklädnad av diverse material	produktionsresultat
JTC.71	Kompletteringar av plan plåt vid taktäckning av diverse material	JTC.7	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.7 Kompletteringar av plan plåt vid taktäckning och väggbeklädnad av diverse material > JTC.71 Kompletteringar av plan plåt vid taktäckning av diverse material	produktionsresultat
JTC.8	Kompletteringar för takavvattning	JTC	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning	produktionsresultat
JTC.81	Hängrännor	JTC.8	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.81 Hängrännor	produktionsresultat
JTC.811	Halvrunda hängrännor	JTC.81	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.81 Hängrännor > JTC.811 Halvrunda hängrännor	produktionsresultat
JTC.812	Rektangulära hängrännor	JTC.81	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.81 Hängrännor > JTC.812 Rektangulära hängrännor	produktionsresultat
JTC.813	Skyddsbeslag vid hängrännor	JTC.81	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.81 Hängrännor > JTC.813 Skyddsbeslag vid hängrännor	produktionsresultat
JTC.8131	Längsgående skyddsbeslag vid hängrännor	JTC.813	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.81 Hängrännor > JTC.813 Skyddsbeslag vid hängrännor > JTC.8131 Längsgående skyddsbeslag vid hängrännor	produktionsresultat
JTC.8132	Gavelbeslag vid hängrännor	JTC.813	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.81 Hängrännor > JTC.813 Skyddsbeslag vid hängrännor > JTC.8132 Gavelbeslag vid hängrännor	produktionsresultat
JTC.82	Stuprör	JTC.8	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.82 Stuprör	produktionsresultat
JTC.821	Utvändiga stuprör	JTC.82	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.82 Stuprör > JTC.821 Utvändiga stuprör	produktionsresultat
JTC.8211	Cirkulära stuprör	JTC.821	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.82 Stuprör > JTC.821 Utvändiga stuprör > JTC.8211 Cirkulära stuprör	produktionsresultat
JTC.8212	Rektangulära stuprör	JTC.821	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.82 Stuprör > JTC.821 Utvändiga stuprör > JTC.8212 Rektangulära stuprör	produktionsresultat
JTC.822	Stuprörsanslutning till dagvattenledning	JTC.82	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.82 Stuprör > JTC.822 Stuprörsanslutning till dagvattenledning	produktionsresultat
JTC.823	Stuprörsutkastare	JTC.82	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.82 Stuprör > JTC.823 Stuprörsutkastare	produktionsresultat
JTC.8231	Slitplåtar vid stuprörsutkastare	JTC.823	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.82 Stuprör > JTC.823 Stuprörsutkastare > JTC.8231 Slitplåtar vid stuprörsutkastare	produktionsresultat
JTC.83	Rännutlopp	JTC.8	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.83 Rännutlopp	produktionsresultat
JTC.831	Rännutlopp till utvändiga stuprör	JTC.83	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.83 Rännutlopp > JTC.831 Rännutlopp till utvändiga stuprör	produktionsresultat
JTC.832	Takbrunnar till invändiga stuprör	JTC.83	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.83 Rännutlopp > JTC.832 Takbrunnar till invändiga stuprör	produktionsresultat
JTC.84	Bräddavlopp	JTC.8	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTC TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN PLÅT AV ROSTFRITT STÅL FÖR HUS > JTC.8 Kompletteringar för takavvattning > JTC.84 Bräddavlopp	produktionsresultat
JTD	TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ALUMINIUMPLÅT FÖR HUS	JT	0	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTD TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ALUMINIUMPLÅT FÖR HUS	produktionsresultat
JTD.1	Taktäckningar och väggbeklädnader av plan plåt	JTD	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTD TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ALUMINIUMPLÅT FÖR HUS > JTD.1 Taktäckningar och väggbeklädnader av plan plåt	produktionsresultat
JTD.13	Taktäckningar av plan plåt med lutning minst 1:10 (5,7°)	JTD.1	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTD TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ALUMINIUMPLÅT FÖR HUS > JTD.1 Taktäckningar och väggbeklädnader av plan plåt > JTD.13 Taktäckningar av plan plåt med lutning minst 1:10 (5,7°)	produktionsresultat
JTD.132	Dubbelfalsade taktäckningar av plan plåt	JTD.13	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTD TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ALUMINIUMPLÅT FÖR HUS > JTD.1 Taktäckningar och väggbeklädnader av plan plåt > JTD.13 Taktäckningar av plan plåt med lutning minst 1:10 (5,7°) > JTD.132 Dubbelfalsade taktäckningar av plan plåt	produktionsresultat
JTD.1321	Dubbelfalsade skivtäckningar av plan plåt	JTD.132	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTD TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ALUMINIUMPLÅT FÖR HUS > JTD.1 Taktäckningar och väggbeklädnader av plan plåt > JTD.13 Taktäckningar av plan plåt med lutning minst 1:10 (5,7°) > JTD.132 Dubbelfalsade taktäckningar av plan plåt > JTD.1321 Dubbelfalsade skivtäckningar av plan plåt	produktionsresultat
