code	title_sv	parent	depth	breadcrumb	table
66.BB	System för jordning i elkraftsystem	66.B	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.B System för spänningsutjämning i elkraftsystem > 66.BB System för jordning i elkraftsystem	byggdel
66.BBB	Systemjordning i elkraftsystem	66.BB	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.B System för spänningsutjämning i elkraftsystem > 66.BB System för jordning i elkraftsystem > 66.BBB Systemjordning i elkraftsystem	byggdel
66.BBB/1	Systemjordning i elkraftsystem – system med gemensam jordning	66.BBB	2	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.B System för spänningsutjämning i elkraftsystem > 66.BB System för jordning i elkraftsystem > 66.BBB Systemjordning i elkraftsystem > 66.BBB/1 Systemjordning i elkraftsystem – system med gemensam jordning	byggdel
66.BBB/2	Systemjordning i elkraftsystem – system med skilda jordningar	66.BBB	2	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.B System för spänningsutjämning i elkraftsystem > 66.BB System för jordning i elkraftsystem > 66.BBB Systemjordning i elkraftsystem > 66.BBB/2 Systemjordning i elkraftsystem – system med skilda jordningar	byggdel
66.C	System för spänningsutjämning i teletekniskt system	66	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.C System för spänningsutjämning i teletekniskt system	byggdel
66.CB	System för jordning i teletekniskt system	66.C	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.C System för spänningsutjämning i teletekniskt system > 66.CB System för jordning i teletekniskt system	byggdel
66.D	Åskskyddsystem	66	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.D Åskskyddsystem	byggdel
66.DB	System för inledningsskydd	66.D	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.D Åskskyddsystem > 66.DB System för inledningsskydd	byggdel
66.DC	System för inslagsskydd	66.D	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.D Åskskyddsystem > 66.DC System för inslagsskydd	byggdel
66.E	System för skydd mot statisk elektricitet	66	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.E System för skydd mot statisk elektricitet	byggdel
66.F	System för skydd mot elektromagnetisk störning	66	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.F System för skydd mot elektromagnetisk störning	byggdel
66.FB	System för skydd mot radiostörning m m	66.F	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.F System för skydd mot elektromagnetisk störning > 66.FB System för skydd mot radiostörning m m	byggdel
66.FC	System för NEMP-skydd	66.F	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.F System för skydd mot elektromagnetisk störning > 66.FC System för NEMP-skydd	byggdel
66.FD	System för LEMP-skydd	66.F	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.F System för skydd mot elektromagnetisk störning > 66.FD System för LEMP-skydd	byggdel
66.FE	System för skydd mot elektromagnetiskt sabotage	66.F	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.F System för skydd mot elektromagnetisk störning > 66.FE System för skydd mot elektromagnetiskt sabotage	byggdel
66.G	System för potentialutjämnad närmiljö	66	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.G System för potentialutjämnad närmiljö	byggdel
66.H	System för begränsning av elektriska eller magnetiska fält	66	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.H System för begränsning av elektriska eller magnetiska fält	byggdel
66.HB	System för begränsning av elektriska fält	66.H	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.H System för begränsning av elektriska eller magnetiska fält > 66.HB System för begränsning av elektriska fält	byggdel
66.HC	System för begränsning av magnetiska fält	66.H	1	6 EL- OCH TELESYSTEM > 66 SYSTEM FÖR SPÄNNINGSUTJÄMNING OCH ELEKTRISK SEPARATION > 66.H System för begränsning av elektriska eller magnetiska fält > 66.HC System för begränsning av magnetiska fält	byggdel
7	TRANSPORTSYSTEM M M		0	7 TRANSPORTSYSTEM M M	byggdel
71	HISSYSTEM	7	0	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM	byggdel
71.B	Drivsystem i hissinstallation	71	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.B Drivsystem i hissinstallation	byggdel
71.BB	Drivsystem i linhissinstallation	71.B	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.B Drivsystem i hissinstallation > 71.BB Drivsystem i linhissinstallation	byggdel
71.BB/1	Drivsystem i linhissinstallation – system med enhastighetsmotor	71.BB	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.B Drivsystem i hissinstallation > 71.BB Drivsystem i linhissinstallation > 71.BB/1 Drivsystem i linhissinstallation – system med enhastighetsmotor	byggdel
71.BB/2	Drivsystem i linhissinstallation – system med tvåhastighetsmotor	71.BB	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.B Drivsystem i hissinstallation > 71.BB Drivsystem i linhissinstallation > 71.BB/2 Drivsystem i linhissinstallation – system med tvåhastighetsmotor	byggdel
71.BB/3	Drivsystem i linhissinstallation – system med varvtalsstyrd motor	71.BB	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.B Drivsystem i hissinstallation > 71.BB Drivsystem i linhissinstallation > 71.BB/3 Drivsystem i linhissinstallation – system med varvtalsstyrd motor	byggdel
71.BB/31	Drivsystem i linhissinstallation – system med tyristorstyrd motor	71.BB/3	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.B Drivsystem i hissinstallation > 71.BB Drivsystem i linhissinstallation > 71.BB/3 Drivsystem i linhissinstallation – system med varvtalsstyrd motor > 71.BB/31 Drivsystem i linhissinstallation – system med tyristorstyrd motor	byggdel
71.BB/32	Drivsystem i linhissinstallation – system med frekvensstyrd motor	71.BB/3	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.B Drivsystem i hissinstallation > 71.BB Drivsystem i linhissinstallation > 71.BB/3 Drivsystem i linhissinstallation – system med varvtalsstyrd motor > 71.BB/32 Drivsystem i linhissinstallation – system med frekvensstyrd motor	byggdel
71.BB/33	Drivsystem i linhissinstallation – system med likströmsmotor med statisk omformare	71.BB/3	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.B Drivsystem i hissinstallation > 71.BB Drivsystem i linhissinstallation > 71.BB/3 Drivsystem i linhissinstallation – system med varvtalsstyrd motor > 71.BB/33 Drivsystem i linhissinstallation – system med likströmsmotor med statisk omformare	byggdel
71.BC	Drivsystem i hydraulhissinstallation	71.B	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.B Drivsystem i hissinstallation > 71.BC Drivsystem i hydraulhissinstallation	byggdel
71.BC/1	Drivsystem i hydraulhissinstallation – system med elektroniska ventiler	71.BC	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.B Drivsystem i hissinstallation > 71.BC Drivsystem i hydraulhissinstallation > 71.BC/1 Drivsystem i hydraulhissinstallation – system med elektroniska ventiler	byggdel
71.BC/2	Drivsystem i hydraulhissinstallation – system med magnetventiler	71.BC	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.B Drivsystem i hissinstallation > 71.BC Drivsystem i hydraulhissinstallation > 71.BC/2 Drivsystem i hydraulhissinstallation – system med magnetventiler	byggdel
71.BD	Drivsystem i skruvhissinstallation	71.B	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.B Drivsystem i hissinstallation > 71.BD Drivsystem i skruvhissinstallation	byggdel
71.BE	Drivsystem i kedjehissinstallation	71.B	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.B Drivsystem i hissinstallation > 71.BE Drivsystem i kedjehissinstallation	byggdel
71.BF	Drivsystem i installation med kuggstångshiss	71.B	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.B Drivsystem i hissinstallation > 71.BF Drivsystem i installation med kuggstångshiss	byggdel
71.E	Styrfunktioner för trafik med hiss	71	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss	byggdel
71.EA	Styrsystem i hissinstallation	71.E	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EA Styrsystem i hissinstallation	byggdel
71.EAB	Styrsystem i installation med persontillåtna hissar	71.EA	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EA Styrsystem i hissinstallation > 71.EAB Styrsystem i installation med persontillåtna hissar	byggdel
71.EABB	Styrsystem i installation med ensam persontillåten hiss	71.EAB	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EA Styrsystem i hissinstallation > 71.EAB Styrsystem i installation med persontillåtna hissar > 71.EABB Styrsystem i installation med ensam persontillåten hiss	byggdel
71.EABB/1	Styrsystem i installation med ensam persontillåten hiss – direktstyrning med lagrade impulser	71.EABB	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EA Styrsystem i hissinstallation > 71.EAB Styrsystem i installation med persontillåtna hissar > 71.EABB Styrsystem i installation med ensam persontillåten hiss > 71.EABB/1 Styrsystem i installation med ensam persontillåten hiss – direktstyrning med lagrade impulser	byggdel
71.EABB/2	Styrsystem i installation med ensam persontillåten hiss – kollektiv-ned	71.EABB	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EA Styrsystem i hissinstallation > 71.EAB Styrsystem i installation med persontillåtna hissar > 71.EABB Styrsystem i installation med ensam persontillåten hiss > 71.EABB/2 Styrsystem i installation med ensam persontillåten hiss – kollektiv-ned	byggdel
71.EABB/3	Styrsystem i installation med ensam persontillåten hiss – helkollektiv	71.EABB	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EA Styrsystem i hissinstallation > 71.EAB Styrsystem i installation med persontillåtna hissar > 71.EABB Styrsystem i installation med ensam persontillåten hiss > 71.EABB/3 Styrsystem i installation med ensam persontillåten hiss – helkollektiv	byggdel
71.EABC	Styrsystem i installation med persontillåtna hissar i grupp	71.EAB	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EA Styrsystem i hissinstallation > 71.EAB Styrsystem i installation med persontillåtna hissar > 71.EABC Styrsystem i installation med persontillåtna hissar i grupp	byggdel
71.EABC/1	Styrsystem i installation med persontillåtna hissar i grupp – direktstyrning med väljare och lagrade impulser	71.EABC	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EA Styrsystem i hissinstallation > 71.EAB Styrsystem i installation med persontillåtna hissar > 71.EABC Styrsystem i installation med persontillåtna hissar i grupp > 71.EABC/1 Styrsystem i installation med persontillåtna hissar i grupp – direktstyrning med väljare och lagrade impulser	byggdel
71.EABC/2	Styrsystem i installation med persontillåtna hissar i grupp – kollektiv--ned med väljare	71.EABC	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EA Styrsystem i hissinstallation > 71.EAB Styrsystem i installation med persontillåtna hissar > 71.EABC Styrsystem i installation med persontillåtna hissar i grupp > 71.EABC/2 Styrsystem i installation med persontillåtna hissar i grupp – kollektiv--ned med väljare	byggdel
71.EABC/3	Styrsystem i installation med persontillåtna hissar i grupp – helkollektiv med väljare	71.EABC	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EA Styrsystem i hissinstallation > 71.EAB Styrsystem i installation med persontillåtna hissar > 71.EABC Styrsystem i installation med persontillåtna hissar i grupp > 71.EABC/3 Styrsystem i installation med persontillåtna hissar i grupp – helkollektiv med väljare	byggdel
71.EABC/4	Styrsystem i installation med persontillåtna hissar i grupp – trafiksystem till personhissar	71.EABC	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EA Styrsystem i hissinstallation > 71.EAB Styrsystem i installation med persontillåtna hissar > 71.EABC Styrsystem i installation med persontillåtna hissar i grupp > 71.EABC/4 Styrsystem i installation med persontillåtna hissar i grupp – trafiksystem till personhissar	byggdel
71.EABC/5	Styrsystem i installation med persontillåtna hissar i grupp – trafiksystem till sänghissar	71.EABC	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EA Styrsystem i hissinstallation > 71.EAB Styrsystem i installation med persontillåtna hissar > 71.EABC Styrsystem i installation med persontillåtna hissar i grupp > 71.EABC/5 Styrsystem i installation med persontillåtna hissar i grupp – trafiksystem till sänghissar	byggdel
71.EAC	Styrsystem i installation med personförbjudna hissar	71.EA	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EA Styrsystem i hissinstallation > 71.EAC Styrsystem i installation med personförbjudna hissar	byggdel
71.EACB	Styrsystem i varuhissinstallation	71.EAC	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EA Styrsystem i hissinstallation > 71.EAC Styrsystem i installation med personförbjudna hissar > 71.EACB Styrsystem i varuhissinstallation	byggdel
71.EACB/1	Styrsystem i varuhissinstallation – system med destinationsknappar vid varje stannplan	71.EACB	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EA Styrsystem i hissinstallation > 71.EAC Styrsystem i installation med personförbjudna hissar > 71.EACB Styrsystem i varuhissinstallation > 71.EACB/1 Styrsystem i varuhissinstallation – system med destinationsknappar vid varje stannplan	byggdel
71.EACB/2	Styrsystem i varuhissinstallation – system med destinationsknappar vid ett stannplan	71.EACB	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EA Styrsystem i hissinstallation > 71.EAC Styrsystem i installation med personförbjudna hissar > 71.EACB Styrsystem i varuhissinstallation > 71.EACB/2 Styrsystem i varuhissinstallation – system med destinationsknappar vid ett stannplan	byggdel
71.EB	Prioritetskörningsfunktioner	71.E	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EB Prioritetskörningsfunktioner	byggdel
71.EC	Brandlarmsfunktion	71.E	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EC Brandlarmsfunktion	byggdel
71.ED	Fullsattkontrollfunktion	71.E	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.ED Fullsattkontrollfunktion	byggdel
71.EE	Dörröppningsfunktion	71.E	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EE Dörröppningsfunktion	byggdel
71.EF	Efterinställningsfunktion	71.E	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EF Efterinställningsfunktion	byggdel
71.EG	Säkerhetsfunktion för täcklock	71.E	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EG Säkerhetsfunktion för täcklock	byggdel
71.EH	Funktion för körning med nödkraft eller reservkraft	71.E	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EH Funktion för körning med nödkraft eller reservkraft	byggdel
71.EHB	Automatisk nödströmskörning	71.EH	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EH Funktion för körning med nödkraft eller reservkraft > 71.EHB Automatisk nödströmskörning	byggdel
71.EHC	Automatisk nödsänkning	71.EH	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EH Funktion för körning med nödkraft eller reservkraft > 71.EHC Automatisk nödsänkning	byggdel
71.EJ	Indikeringsfunktioner	71.E	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EJ Indikeringsfunktioner	byggdel
71.EJB	Funktion för kvitteringsindikering	71.EJ	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EJ Indikeringsfunktioner > 71.EJB Funktion för kvitteringsindikering	byggdel
71.EJC	Funktion för upptagenindikering	71.EJ	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EJ Indikeringsfunktioner > 71.EJC Funktion för upptagenindikering	byggdel
71.EJD	Funktion för ankomstindikering	71.EJ	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EJ Indikeringsfunktioner > 71.EJD Funktion för ankomstindikering	byggdel
71.EJD/1	Funktion för ankomstindikering – ljusindikering	71.EJD	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EJ Indikeringsfunktioner > 71.EJD Funktion för ankomstindikering > 71.EJD/1 Funktion för ankomstindikering – ljusindikering	byggdel
71.EJD/2	Funktion för ankomstindikering – akustisk indikering	71.EJD	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EJ Indikeringsfunktioner > 71.EJD Funktion för ankomstindikering > 71.EJD/2 Funktion för ankomstindikering – akustisk indikering	byggdel
71.EJE	Funktion för färdriktningsindikering	71.EJ	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EJ Indikeringsfunktioner > 71.EJE Funktion för färdriktningsindikering	byggdel
71.EJF	Funktion för hänvisningsindikering	71.EJ	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EJ Indikeringsfunktioner > 71.EJF Funktion för hänvisningsindikering	byggdel
71.EJG	Funktion för avstängdindikering	71.EJ	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.E Styrfunktioner för trafik med hiss > 71.EJ Indikeringsfunktioner > 71.EJG Funktion för avstängdindikering	byggdel
71.F	Driftövervakningssystem i hissinstallation	71	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.F Driftövervakningssystem i hissinstallation	byggdel
71.FB	Driftlarmsystem och driftindikeringssystem i hissinstallation	71.F	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.F Driftövervakningssystem i hissinstallation > 71.FB Driftlarmsystem och driftindikeringssystem i hissinstallation	byggdel
71.FBB	Differentierade driftlarmsystem i hissinstallation	71.FB	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.F Driftövervakningssystem i hissinstallation > 71.FB Driftlarmsystem och driftindikeringssystem i hissinstallation > 71.FBB Differentierade driftlarmsystem i hissinstallation	byggdel
71.FBC	Summalarmsystem i hissinstallation	71.FB	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.F Driftövervakningssystem i hissinstallation > 71.FB Driftlarmsystem och driftindikeringssystem i hissinstallation > 71.FBC Summalarmsystem i hissinstallation	byggdel
71.G	Nödsignalsystem i hissinstallation	71	1	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.G Nödsignalsystem i hissinstallation	byggdel
71.G/1	Nödsignalsystem i hissinstallation – vidarekopplat system med kvittering	71.G	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.G Nödsignalsystem i hissinstallation > 71.G/1 Nödsignalsystem i hissinstallation – vidarekopplat system med kvittering	byggdel
71.G/2	Nödsignalsystem i hissinstallation – system med lokaltelefonförbindelse	71.G	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.G Nödsignalsystem i hissinstallation > 71.G/2 Nödsignalsystem i hissinstallation – system med lokaltelefonförbindelse	byggdel
71.G/3	Nödsignalsystem i hissinstallation – system med telefonförbindelse via allmänt telenät	71.G	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.G Nödsignalsystem i hissinstallation > 71.G/3 Nödsignalsystem i hissinstallation – system med telefonförbindelse via allmänt telenät	byggdel
71.G/4	Nödsignalsystem i hissinstallation – system med hisstelefon	71.G	2	7 TRANSPORTSYSTEM M M > 71 HISSYSTEM > 71.G Nödsignalsystem i hissinstallation > 71.G/4 Nödsignalsystem i hissinstallation – system med hisstelefon	byggdel
73	RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM	7	0	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM	byggdel
73.B	Drivsystem i installation med rulltrappa eller rullramp	73	1	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.B Drivsystem i installation med rulltrappa eller rullramp	byggdel
73.B/1	Drivsystem i installation med rulltrappa eller rullramp – system med Y/D-start	73.B	2	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.B Drivsystem i installation med rulltrappa eller rullramp > 73.B/1 Drivsystem i installation med rulltrappa eller rullramp – system med Y/D-start	byggdel
73.B/2	Drivsystem i installation med rulltrappa eller rullramp – system med enkel frekvensomriktning	73.B	2	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.B Drivsystem i installation med rulltrappa eller rullramp > 73.B/2 Drivsystem i installation med rulltrappa eller rullramp – system med enkel frekvensomriktning	byggdel
73.B/3	Drivsystem i installation med rulltrappa eller rullramp – system med fullständig frekvensomriktning	73.B	2	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.B Drivsystem i installation med rulltrappa eller rullramp > 73.B/3 Drivsystem i installation med rulltrappa eller rullramp – system med fullständig frekvensomriktning	byggdel
73.E	Styr- och övervakningssystem i installation med rulltrappa eller rullramp	73	1	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.E Styr- och övervakningssystem i installation med rulltrappa eller rullramp	byggdel
73.EB	Styrsystem i installation med rulltrappa eller rullramp	73.E	1	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.E Styr- och övervakningssystem i installation med rulltrappa eller rullramp > 73.EB Styrsystem i installation med rulltrappa eller rullramp	byggdel
73.EBB	Styrsystem för kontinuerlig drift i installation med rulltrappa eller rullramp	73.EB	1	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.E Styr- och övervakningssystem i installation med rulltrappa eller rullramp > 73.EB Styrsystem i installation med rulltrappa eller rullramp > 73.EBB Styrsystem för kontinuerlig drift i installation med rulltrappa eller rullramp	byggdel
73.EBC	Styrsystem för kontinuerlig drift med beredskapshastighet i installation med rulltrappa eller rullramp	73.EB	1	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.E Styr- och övervakningssystem i installation med rulltrappa eller rullramp > 73.EB Styrsystem i installation med rulltrappa eller rullramp > 73.EBC Styrsystem för kontinuerlig drift med beredskapshastighet i installation med rulltrappa eller rullramp	byggdel
73.EBD	Styrsystem för intermittent drift i installation med rulltrappa eller rullramp	73.EB	1	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.E Styr- och övervakningssystem i installation med rulltrappa eller rullramp > 73.EB Styrsystem i installation med rulltrappa eller rullramp > 73.EBD Styrsystem för intermittent drift i installation med rulltrappa eller rullramp	byggdel
73.EBE	Funktioner i styrsystem i installation med rulltrappa eller rullramp	73.EB	1	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.E Styr- och övervakningssystem i installation med rulltrappa eller rullramp > 73.EB Styrsystem i installation med rulltrappa eller rullramp > 73.EBE Funktioner i styrsystem i installation med rulltrappa eller rullramp	byggdel
73.EBEB	Brandlarmsfunktion	73.EBE	1	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.E Styr- och övervakningssystem i installation med rulltrappa eller rullramp > 73.EB Styrsystem i installation med rulltrappa eller rullramp > 73.EBE Funktioner i styrsystem i installation med rulltrappa eller rullramp > 73.EBEB Brandlarmsfunktion	byggdel
73.EBEC	Funktion för färdriktningsindikering för trafikanter	73.EBE	1	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.E Styr- och övervakningssystem i installation med rulltrappa eller rullramp > 73.EB Styrsystem i installation med rulltrappa eller rullramp > 73.EBE Funktioner i styrsystem i installation med rulltrappa eller rullramp > 73.EBEC Funktion för färdriktningsindikering för trafikanter	byggdel
73.EBED	Fjärrmanöverfunktion	73.EBE	1	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.E Styr- och övervakningssystem i installation med rulltrappa eller rullramp > 73.EB Styrsystem i installation med rulltrappa eller rullramp > 73.EBE Funktioner i styrsystem i installation med rulltrappa eller rullramp > 73.EBED Fjärrmanöverfunktion	byggdel
73.EC	Driftövervakningssystem i installation med rulltrappa eller rullramp	73.E	1	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.E Styr- och övervakningssystem i installation med rulltrappa eller rullramp > 73.EC Driftövervakningssystem i installation med rulltrappa eller rullramp	byggdel
73.ECB	Driftlarmssystem och driftindikeringssystem i installation med rulltrappa eller rullramp	73.EC	1	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.E Styr- och övervakningssystem i installation med rulltrappa eller rullramp > 73.EC Driftövervakningssystem i installation med rulltrappa eller rullramp > 73.ECB Driftlarmssystem och driftindikeringssystem i installation med rulltrappa eller rullramp	byggdel
