code	title_sv	parent	depth	breadcrumb	table
73.ECBB	Differentierade driftlarm	73.ECB	1	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.E Styr- och övervakningssystem i installation med rulltrappa eller rullramp > 73.EC Driftövervakningssystem i installation med rulltrappa eller rullramp > 73.ECB Driftlarmssystem och driftindikeringssystem i installation med rulltrappa eller rullramp > 73.ECBB Differentierade driftlarm	byggdel
73.ECBC	Summalarm	73.ECB	1	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.E Styr- och övervakningssystem i installation med rulltrappa eller rullramp > 73.EC Driftövervakningssystem i installation med rulltrappa eller rullramp > 73.ECB Driftlarmssystem och driftindikeringssystem i installation med rulltrappa eller rullramp > 73.ECBC Summalarm	byggdel
73.ECBD	Fjärrdiagnossystem för fel	73.ECB	1	7 TRANSPORTSYSTEM M M > 73 RULLTRAPPSSYSTEM OCH RULLRAMPSSYSTEM > 73.E Styr- och övervakningssystem i installation med rulltrappa eller rullramp > 73.EC Driftövervakningssystem i installation med rulltrappa eller rullramp > 73.ECB Driftlarmssystem och driftindikeringssystem i installation med rulltrappa eller rullramp > 73.ECBD Fjärrdiagnossystem för fel	byggdel
74	KRANSYSTEM	7	0	7 TRANSPORTSYSTEM M M > 74 KRANSYSTEM	byggdel
74/1	Kransystem – system med travers	74	1	7 TRANSPORTSYSTEM M M > 74 KRANSYSTEM > 74/1 Kransystem – system med travers	byggdel
74/2	Kransystem – system med telfer	74	1	7 TRANSPORTSYSTEM M M > 74 KRANSYSTEM > 74/2 Kransystem – system med telfer	byggdel
74/3	Kransystem – system med portalkran	74	1	7 TRANSPORTSYSTEM M M > 74 KRANSYSTEM > 74/3 Kransystem – system med portalkran	byggdel
75	RÖRPOSTSYSTEM	7	0	7 TRANSPORTSYSTEM M M > 75 RÖRPOSTSYSTEM	byggdel
75/1	Rörpostsystem – direktrörpostsystem	75	1	7 TRANSPORTSYSTEM M M > 75 RÖRPOSTSYSTEM > 75/1 Rörpostsystem – direktrörpostsystem	byggdel
75/11	Rörpostsystem – enrörs direktrörpostsystem	75/1	1	7 TRANSPORTSYSTEM M M > 75 RÖRPOSTSYSTEM > 75/1 Rörpostsystem – direktrörpostsystem > 75/11 Rörpostsystem – enrörs direktrörpostsystem	byggdel
75/12	Rörpostsystem – tvårörs direktrörpostsystem	75/1	1	7 TRANSPORTSYSTEM M M > 75 RÖRPOSTSYSTEM > 75/1 Rörpostsystem – direktrörpostsystem > 75/12 Rörpostsystem – tvårörs direktrörpostsystem	byggdel
76	SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M	7	0	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M	byggdel
76.B	System med maskindriven port	76	1	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M > 76.B System med maskindriven port	byggdel
76.B/1	System med maskindriven port – system med vikport	76.B	2	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M > 76.B System med maskindriven port > 76.B/1 System med maskindriven port – system med vikport	byggdel
76.B/2	System med maskindriven port – system med takskjutport	76.B	2	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M > 76.B System med maskindriven port > 76.B/2 System med maskindriven port – system med takskjutport	byggdel
76.B/3	System med maskindriven port – system med skjutport	76.B	2	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M > 76.B System med maskindriven port > 76.B/3 System med maskindriven port – system med skjutport	byggdel
76.B/4	System med maskindriven port – system med rullport	76.B	2	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M > 76.B System med maskindriven port > 76.B/4 System med maskindriven port – system med rullport	byggdel
76.C	System med maskindriven grind, bom e d	76	1	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M > 76.C System med maskindriven grind, bom e d	byggdel
76.D	System med maskindriven dörr	76	1	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M > 76.D System med maskindriven dörr	byggdel
76.D/1	System med maskindriven dörr – system med slagdörr	76.D	2	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M > 76.D System med maskindriven dörr > 76.D/1 System med maskindriven dörr – system med slagdörr	byggdel
76.D/2	System med maskindriven dörr – system med pendeldörr	76.D	2	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M > 76.D System med maskindriven dörr > 76.D/2 System med maskindriven dörr – system med pendeldörr	byggdel
76.D/3	System med maskindriven dörr – system med roterdörr	76.D	2	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M > 76.D System med maskindriven dörr > 76.D/3 System med maskindriven dörr – system med roterdörr	byggdel
76.E	System med maskindriven rörlig vägg m m	76	1	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M > 76.E System med maskindriven rörlig vägg m m	byggdel
76.F	System med maskindriven solavskärmningsanordning, mörkläggningsgardin m m	76	1	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M > 76.F System med maskindriven solavskärmningsanordning, mörkläggningsgardin m m	byggdel
76.G	System med maskindriven lastbrygga	76	1	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M > 76.G System med maskindriven lastbrygga	byggdel
76.H	System med maskindriven vädertätning	76	1	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M > 76.H System med maskindriven vädertätning	byggdel
76.J	Automatiska dockningssystem	76	1	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M > 76.J Automatiska dockningssystem	byggdel
76.K	System med maskindrivet lyftbord e d	76	1	7 TRANSPORTSYSTEM M M > 76 SYSTEM MED MASKINDRIVEN PORT, GRIND, DÖRR M M > 76.K System med maskindrivet lyftbord e d	byggdel
8	STYR- OCH ÖVERVAKNINGSSYSTEM		0	8 STYR- OCH ÖVERVAKNINGSSYSTEM	byggdel
81	STYR- OCH ÖVERVAKNINGSSYSTEM FÖR FASTIGHETSDRIFT	8	0	8 STYR- OCH ÖVERVAKNINGSSYSTEM > 81 STYR- OCH ÖVERVAKNINGSSYSTEM FÖR FASTIGHETSDRIFT	byggdel
82	STYR- OCH ÖVERVAKNINGSSYSTEM FÖR PROCESSINSTALLATIONER	8	0	8 STYR- OCH ÖVERVAKNINGSSYSTEM > 82 STYR- OCH ÖVERVAKNINGSSYSTEM FÖR PROCESSINSTALLATIONER	byggdel
9	ÖVRIGA BYGGDELAR OCH INSTALLATIONSSYSTEM		0	9 ÖVRIGA BYGGDELAR OCH INSTALLATIONSSYSTEM	byggdel
91	GEMENSAMMA ARBETEN OCH TILLFÄLLIGA FABRIKEN	9	0	9 ÖVRIGA BYGGDELAR OCH INSTALLATIONSSYSTEM > 91 GEMENSAMMA ARBETEN OCH TILLFÄLLIGA FABRIKEN	byggdel
